,Tolerating negative or resilience ,"I'm panicking a little about whether I'm going to be ok, but remind myself that it's normal to feel out of breath after walking up a bunch of stairs. ","I'm scared that my cheeks feeling hot means that I'm going to faint, but I'll probably be OK and this feeling will pass. ","I'm a little sick to my stomach thinking about not being able to afford a gift, but remind myself that my friend won't judge me. "
Behaviors,Positive/adaptive,I take a few deep breaths. ,I smile at the class and start my presentation. ,I have fun dancing at the party. 
,Positive/adaptive,I take a few sips from my water bottle. ,I speak with a strong tone.,I smile at all of my friends. 
,Negative/maladaptive,I start looking up symptoms of a heart attack online to see if I'm dying. ,I ask the teacher if I can present another day. ,I try to sneak by my friend so they don't notice I don't have a gift when I walk in. 
,Tolerating negative or resilience ,"I feel the urge to tell my teacher that something's really wrong with me, but remind myself that I'm actually OK. ","I want to go to the bathroom and splash my face with water, but decide to power through. ","I'm tempted to leave before the presents are opened, but remind myself that I'm actually having fun."
,Tolerating negative or resilience ,"I tell myself that I'm so nervous about this meeting that my heart is beating quickly, but remind myself that it's actually just my body's reaction to coming up the stairs quickly. ","I consider pretending that I'm sick so I don't have to present, but challenge myself to give the presentation anyway. ","I want to skip the party so I don't have to think about not being able to afford the present, but decide to push myself to go anyway. I know I'll have a good time."
SOCIAL MEDIA ,Image,https://drive.google.com/file/d/1PNlqc0Jg4bm9KOsakVSsKmJDaQwqLGrB/view?usp=sharing,https://drive.google.com/file/d/1828HR7oyHuDJpNFSn5JmLlYAZ24vA7x7/view?usp=sharing,https://drive.google.com/file/d/1EUMVkI6asoBt7l80JfW7XQ4KWT27fZDe/view?usp=sharing
,,"You met a cute peer in one of your classes. After school, you notice that they started following you.","You post something different from what you normally post. After a couple of hours, you only have about half the number of likes on your post compared to what you normally have. ","As you're getting into the shower, you see a huge spider on the wall. You turn away for a second and look back and realize it's gone. "
,,sm_long_2b,sm_long_3b,gen_long_2b
,,Cute peer on social media,Not a lot of likes,Missing spider
Thoughts,Positive/adaptive,I think they want to get to know me.,People must not be online right now. ,I'm glad it's gone. 
,Positive/adaptive,I think it's flattering.,My followers may be waiting to see what I post next. ,I think it went back to it's home.
,Negative/maladaptive,They're probably making fun of my pictures. ,People think my post is dumb. ,It's going to crawl on me!
,Tolerating negative or resilience ,"I bet they'll stop following me after they see what I post. But, they probably won't actually unfollow me.","Others may not like my new post, but I do and that's what counts.","I think about how it could bite me, but decide it probably won't."
,Tolerating negative or resilience ,"I think they may not like my profile, but decide they probably won't put that much thought into it. ","Even if no one likes what I posted, I do, and that's what's important. ","I think about how it could be venomous, but realize the chances of that are slim. "
Feelings,Positive/adaptive,I feel flattered that they wanted to follow me. ,I'm confident that others will eventually like the new post. ,I'm curious where it went. 
,Positive/adaptive,I feel energized by the add. ,I feel good about my the post. ,I'm calm as I get into the shower. 
,Negative/maladaptive,I wonder if the add was an accident. ,I'll never try different styles of posts again. ,I'm scared the spider will show up when I least expect it. 
,Tolerating negative or resilience ,"I feel curious about the reason they added me, but realize it is just because they wanted to. ","I feel sad that I didn't get more likes, but am able to accept that. ","I'm anxious about getting into the shower, but know I can overcome my fear. "
,Tolerating negative or resilience ,"I feel worried about what they think of me, but know that I can deal with not knowing. ","I feel uncomfortable not knowing why I didn't receive a lot of likes, but am okay not knowing. ","I'm grossed out, but remind myself that the spider probably can't hurt me. "
Behaviors,Positive/adaptive,I add more fun pictures. ,I keep posting things I want to post. ,I decide to turn the water on. 
,Positive/adaptive,I talk to my mom about how excited I am.,I decide to stay in a good mood about my post. ,I start to play some music. 
,Negative/maladaptive,I unfollow the people that they might not like. ,I get frustrated and take down my post. ,I scream and run away. 
,Tolerating negative or resilience ,"I want to message them and ask about the add, but decide to not put much thought into the add.","I want to ask my friends why they think I didn't get more likes, but decide to move on. ","I want to call someone to help me find the spider, but decide to just take my shower. "
,Tolerating negative or resilience ,"I want to gossip about the add to my friends, but decide to stay modest. ","I feel like taking down my account for a while, but keep it up instead. ","I want to spray bug spray everywhere, but decide to go about my bathroom routine."
HOME LIFE ,Image,https://drive.google.com/file/d/1FK97F0rS8LTIXbo5OdxVuIloeA1-jeHr/view?usp=sharing,,https://drive.google.com/file/d/10SQmYfVuHzcGYJjADi5bmTtG4gXr2V9x/view?usp=sharing
,,Your friend is having a huge birthday party and most of the people in your grade will be there. You know you can't afford a gift for your friend. ,You notice your parents are upset with each other. They give you a short answer when you try to talk with them. ,You have a science test next week that's going to count for a lot of your grade. You haven't understood this unit's course material that well and you wonder how the test is going to go.
,,home_long_2b,home_long_3b,aca_long_2b
,,Can't afford a gift,Upset parents,Important test
Thoughts,Positive/adaptive,It'll be good to see lots of the people in my grade. ,They'll be over this in a few days.,This test will go well. 
,Positive/adaptive,My friend will be happy that I'm able to go. ,I think about how they will be in a better mood later. ,I can ask for help to study for this test. 
,Negative/maladaptive,My friend will be embarrassed to have me because I don't have a gift. ,I immediately blame myself for their fight.,My teacher will think I'm dumb if I do not do well. 
,Tolerating negative or resilience ,"I think about how I should've brought a gift, but know that my friend is glad I'm there.","I wonder how long this argument will last, and remind myself that I can't control what they do.","I think that I may never catch on, but know that if I try, I'll be able to."
,Tolerating negative or resilience ,"If people judge me for not bringing a gift, I'll still have a good time at the party. ","I think about how they might continue to get more upset, then I think about how they will calm down with time.","This class is so hard to keep up in, but decide to try a little harder."
Feelings,Positive/adaptive,I feel happy to be around all of my friends. ,I feel calm even though they're a little upset. ,I feel excited to prove myself wrong. 
,Positive/adaptive,I feel enthusiastic about sharing my good energy. ,I'm glad that I don't have to help them feel better in this moment. ,I feel ready to get going with studying. 
,Negative/maladaptive,I feel guilty for not bringing a present. ,I'm anxious about the tension between them. ,I am worried about taking this test and failing.
,Tolerating negative or resilience ,"I feel bad, but decide the party will go on.","I feel guilty, but realize that I did nothing wrong.","I'm worried about asking for help to study, but know that it'll help me get a better grade. "
,Tolerating negative or resilience ,"I'm a little sick to my stomach thinking about not being able to afford a gift, but remind myself that my friend won't judge me. ","I feel worried about my parents, but remind myself that I don't have to help them get along. ","I am scared about failing, but know that trying is what matters. "
Behaviors,Positive/adaptive,I have fun dancing at the party. ,I go do something that distracts me from the situation. ,I'll study really hard and ask my teacher for help if I need to.
,Positive/adaptive,I smile at all of my friends. ,I call my friends and we talk about what happened in school. ,I'll ask my friends in the class questions if I don't understand something. 
,Negative/maladaptive,I try to sneak by my friend so they don't notice I don't have a gift when I walk in. ,I tell them that they're being selfish. ,I'll pretend to be sick on the day of the class so I don't have to take the test. 
,Tolerating negative or resilience ,"I'm tempted to leave before the presents are opened, but remind myself that I'm actually having fun.",I go for a walk outside and remind myself that they'll be OK soon. ,"I don't want to tell my parents about how difficult this class is, but decide to tell them anyways. "
,Tolerating negative or resilience ,"I want to skip the party so I don't have to think about not being able to afford the present, but decide to push myself to go anyway. I know I'll have a good time.","I want to mention that I feel they are making me feel bad, but I write about it instead. ","I really don't want to study, but I know it will pay off on the test. "
GENERAL ,Image,https://drive.google.com/file/d/1EUMVkI6asoBt7l80JfW7XQ4KWT27fZDe/view?usp=sharing,https://drive.google.com/file/d/1FLrafTl-hL7AXFVQYyJg0598MHFZHGYM/view?usp=sharing,https://drive.google.com/file/d/16jJWf3eLYQiWH3-6BkyLghQMMaNLxJay/view?usp=sharing
,,"As you're getting into the shower, you see a huge spider on the wall. You turn away for a second and look back and realize it's gone. ",You and your family are heading out of town for a few days and your parent asks you to double-check that all the appliances in your house are turned off before you leave. You had to rush to pack so didn't get to check everything. ,"You and your friends are shopping at the mall. You go to the food court and get slushies, and accidentally spill your red slushie down the front of your new white shirt."
,,gen_long_2b,gen_long_3b,soc_long_2b
,,Missing spider,Turned off appliances,Spilled slushie
Thoughts,Positive/adaptive,I'm glad it's gone. ,I think about how everything is fine.,I think about how many people this has probably happened to. 
,Positive/adaptive,I think it went back to it's home.,I think about how I could mention the situation to my family and all will be okay. ,I think about how my parents will get a kick out of this.
,Negative/maladaptive,It's going to crawl on me!,I think about how something bad may happen because I didn't get to check the appliances properly. ,I think I will look sloppy in front of my friends. 
,Tolerating negative or resilience ,"I think about how it could bite me, but decide it probably won't.","I think about how upset my family will be with me, but know that they will understand. ","It feels like my friends are judging me, but decide they probably don't really care. "
,Tolerating negative or resilience ,"I think about how it could be venomous, but realize the chances of that are slim. ","Our house is really safe, and our fire alarm would alert any neighbors if there was actually a problem. ","I am getting a lot of stares, but it could be that they think the slushie looks good."
Feelings,Positive/adaptive,I'm curious where it went. ,I am satisfied that I checked the appliances that I could on my way out. ,I feel lucky I didn't drop the whole slushie. 
,Positive/adaptive,I'm calm as I get into the shower. ,I feel calm now that I'm in the car and on my way out of town with my family. ,I'm confident my parent will be able to get the stain out.
,Negative/maladaptive,I'm scared the spider will show up when I least expect it. ,I'm scared that our house is going to burn down. ,I feel like a fool and want to say sorry. 
,Tolerating negative or resilience ,"I'm anxious about getting into the shower, but know I can overcome my fear. ","I'm miserable worrying about whether everything is off, but remind myself to focus on the present and take a deep breath.","I'm mad that I wasted my money, but know that I'll be ok. "
,Tolerating negative or resilience ,"I'm grossed out, but remind myself that the spider probably can't hurt me. ","I feel worried about the house burning down, but know that I can tolerate this feeling and it will pass. ","I'm embarrassed that I have this huge stain on my white shirt, but probably no one else cares. "
Behaviors,Positive/adaptive,I decide to turn the water on. ,I'll remember to ask for help to check the appliances in the future if I am running out of time before we need to go. ,I laugh with my friends about my spill. 
,Positive/adaptive,I start to play some music. ,I'll remember that I don't have to check all of the appliances multiple times before we leave. ,I clean up and keep shopping. 
,Negative/maladaptive,I scream and run away. ,I focus on everything that could go wrong because I didn't have time to check.,I stay silent the rest of the time we're shopping. 
,Tolerating negative or resilience ,"I want to call someone to help me find the spider, but decide to just take my shower. ","I want to ask my family to turn around so I can go double-check all of the appliances. But, I know that I can tolerate the feelings of anxiety and these feelings will pass. ","I want to go home, but stay at the mall. "
,Tolerating negative or resilience ,"I want to spray bug spray everywhere, but decide to go about my bathroom routine.","I want to be upset about the situation, but decide to chat with my family. ","I feel like crying, but take a deep breath and keep shopping with my friends. "
