Alone on the bus,You are sitting on the bus on your way in to school and see your friend get on. They walk past you and sit with another friend. They must have been ,,https://drive.google.com/file/d/1saWw5hAmt88t6pBS8EupcpjG-BuCir45/view?usp=sharing,soc_003,distracted,Is your friend upset with you?,N,positive,1,4,,
Party behavior,You're at a party late at night with some friends and some of them are doing things you're uncomfortable with. You decide not to participate. Your friends think that you are,,https://drive.google.com/file/d/1ooVd4XP2M8uvAgD3jqy3SN9TjXcZXBCO/view?usp=sharing,soc_013,normal,Do your friends think you're uncool for not participating?,N,positive,1,4,,
Added on social media,"You meet a cute person your age and they ask for your social media name. You notice they added you, and now they can see that you don't have many followers. They will think that this is",,https://drive.google.com/file/d/1PzgfiFfMO18oSYFjyNqTvhmVruCUAL7O/view?usp=sharing,soc_011,typical,Does this cute person your age think you're weird for having only a few followers? ,N,positive,1,4,,
Crush on the swim team,You are on the local swim team. Your crush just joined and now they'll be able to see you in a swimsuit. You think about this and feel ,You remember that they will be focused on swimming and everyone else will be wearing swimsuits too. This makes you feel ,https://drive.google.com/file/d/14PpW4hP6WC0D2w8vTG9u7dihy5qj4aKs/view?usp=sharing,soc_026,insecure; comforted,Do you feel okay wearing your swimsuit in front of them?,Y,resilience,4,,,
Trick-or-treating with sibling,Your mom wants you to take your younger sibling trick-or-treating. You wear a costume and run into some kids from your school who aren't dressed up. They think your costume is ,,https://drive.google.com/file/d/1rrV-LGMh61x6R9PewBmeTL1d64KcHetZ/view?usp=sharing,soc_010,awesome,Do the kids from school think you're lame for going trick-or-treating?,N,positive,1,4,,
,Great job with those scenarios in your domain! Now you'll get to practice a few more scenarios that are from other domains. This will help you apply your flexible thinking skills to lots of different types of situations!,,,,,,,,,,,
Friends making plans,You are hanging out with some friends. One of them invites another one to come over to their house on a different day without you. You think about it and realize you feel,,https://drive.google.com/file/d/1fiU4LXhMtwbHsk-TL8j4fPXdxTFpO-rz/view?usp=sharing,soc_020,alright,"Are you upset that you weren't invited, too?",N,positive,2,5,,
Your friend hasn't liked your post,You posted a new picture a few hours ago. You check to see who's liked it and notice that your best friend hasn't liked it yet. You think about how your best friend doesn't check their feed often and you feel,"You look at who did like your photo, and notice other good friends have liked it. When you think about your best friend not liking your post yet, you are",https://drive.google.com/file/d/1xJHDDEq_Pcuyo7r3BJ3CX-cr5YI7YkrO/view?usp=sharing,sm_025_r,sad; accepting,Is it okay that your bestfriend hasn't liked your post yet?,Y,resilience,checking,2,,
Thoughts at the train station,"You are at a metro stop waiting for a train. Standing by the edge, you realize you've never thought about how far a drop it is to the rails below. You are ",,https://drive.google.com/file/d/1ClAbuwZR2mkRJo44BvUWsBonRFgqp8o9/view?usp=sharing,gen_004,fascinated,Are you calm as you look at the rails below? ,Y,positive,1,3,,
Low score on test,You have recieved a poor score on a test and your guardian has to sign off on it since the grade is low. They don't say anything when you show them your test. They are probably feeling ,,https://drive.google.com/file/d/1Srg7WWskU86agc1Xzr0g_QYySWH4zGS8/view?usp=sharing,hom_006,disappointed,Is your guardian disappointed that you got a bad grade?,Y,Negative,2,5,,
Graduation plans ,"You've decided to get a job right after high school. All of your close friends are applying to college. When you think about your decision not to go to college right away, you feel",,https://drive.google.com/file/d/1JKUinIevBXYcP_VV15nIa4MzJxgnkiOX/view?usp=sharing,aca_034,satisfied,Are you happy with your decision to get a job right after high school?,Y,positive,,2,,
,,,,,,,,,,,,
,PHYSICAL HEALTH ,,,,,,,,,,,
Scenario name,Scenario,,Image,Variable name,Ending word(s),Comprehension Question,Y/N,"Type of ending (positive, negative, or resilence) ",,,,
The birthday party,"It's your birthday and when it's time for the cake, people gather around you and start singing. You feel your heart start to beat more quickly and your armpits starting to sweat. Your friends and family will not",,https://drive.google.com/file/d/1m8Y-P-lBw6IkILN6LVQ2sO9xx9D8qSBD/view?usp=sharing,phys_001,notice,Do your friends and family notice how anxious you feel?,N,positive,1,4,,
Making appointment with doctor,You've been feeling sick to your stomach for a few days. You tell your guardian and they make you an appointment with your doctor. The nausea probably means that you are,You meet with the doctor and they tell you what's probably going on. You think about it and realize that getting sick sometimes is,https://drive.google.com/file/d/1prtRSSRBp4ryNBbiHEfOgJJIMpOsf_o3/view?usp=sharing,phys_028,sick; normal,Is the normal to get sick sometimes?,Y,resilience,4,,,
Language class presentation,"You have to give a presentation in your international language class today. When you stand up in front of the class, you feel your cheeks get hot and your hands start to tremble. You think that these sensations will be",,https://drive.google.com/file/d/1JLUIkzxiJ2P-eVOgnLmb1zyker17wj7l/view?usp=sharing,phys_006,manageable,Can you handle your anxiety symptoms while you give your presentation?,Y,positive,1,4,,
Visiting a friend,You go to the hospital to visit a friend. Someone behind you coughs a few times while you are in the waiting room. The chance that you will get sick is,,https://drive.google.com/file/d/14p-MA9AmO3Kf44iLqLgrc1KHWBpaRA8G/view?usp=sharing,phys_010,low,Is it likely that you will become ill?,N,positive,1,4,,
Spicy food for dinner,"You're at a friend's house and their mom makes some very spicy food for dinner. After eating some, your face begins to sweat, and you can feel your heart beating in your chest. You decide to focus on the conversation, and you experience the rest of dinner as",,https://drive.google.com/file/d/1fy6cbZwgERtFvVwovTW5yKZIRNqVSJzB/view?usp=sharing,phys_016,enjoyable,Are you able to tolerate your face sweating after eating spicy food?,Y,positive,1,4,,
Party with music,You are at a party and start to dance with your friends. You start to feel dizzy as the beat gets faster. You think that this feeling is a sign of,,https://drive.google.com/file/d/11iBGMQfdQzKS4Wie-FoCiOstUhF1691I/view?usp=sharing,phys_018,excitement,Are you worried about feeling dizzy?,N,positive,1,4,,
Climbing the stairs,It's a cool morning and you're walking up a flight of stairs to get into your school. You start to feel really winded as you make it to the top step. You take a second to breathe and feel,,https://drive.google.com/file/d/1xz59u0B6S3xO0AcB31N0mgdTPMRySk9a/view?usp=sharing,phys_015,worried,Does feeling winded scare you?,Y,negative ,4,,,
Elevator is broken,The elevator in your building is broken again and you have to walk up a few flights of steps to get to where you need to go. You feel your chest tighten and you feel out of breath as you reach the top step. You feel,,https://drive.google.com/file/d/1HzEJ1c_3jX-C44g32T1z0Bt1R84I3mJW/view?usp=sharing,phys_027,invigorated,Are you feeling panicky at the top of the steps? ,N,positive ,4,,,
Walking to clear mind,"It's a cold day, and you are out walking to clear your mind. Your hands start to shake and your heart beats quickly as you walk up a hill. This is",You remember that this is the first time you have been on a long walk for a couple weeks. You are probably feeling your heart race because of the,https://drive.google.com/file/d/1oiPUPbb3k3wmoRn3s5fSAPMdPX11UgYp/view?usp=sharing,phys_014,scary; hill,Does your rapid heartrate mean something bad is happening?,N,resilience,4,,,
Dentist appointment,"You have a routine dentist appointment and find out that you need some tests to check the health of your gums and teeth. After the dentist performs the tests, you continue to lie in the dentist chair while waiting for the results. You think the news from your dentist will be that your gums are",,https://drive.google.com/file/d/1PUQshZgNL6tX5cS4aP636BXA9VNXNVpq/view?usp=sharing,phys_011,healthy,Do you think you have gum disease?,N,positive ,4,,,
,Great job with those scenarios in your domain! Now you'll get to practice a few more scenarios that are from other domains. This will help you apply your flexible thinking skills to lots of different types of situations!,,,,,,,,,,,
Friends making plans,You are hanging out with some friends. One of them invites another one to come over to their house on a different day without you. You think about it and realize you feel,,https://drive.google.com/file/d/1fiU4LXhMtwbHsk-TL8j4fPXdxTFpO-rz/view?usp=sharing,soc_020,alright,"Are you upset that you weren't invited, too?",N,positive,2,5,,
Your friend hasn't liked your post,You posted a new picture a few hours ago. You check to see who's liked it and notice that your best friend hasn't liked it yet. You think about how your best friend doesn't check their feed often and you feel,"You look at who did like your photo, and notice other good friends have liked it. When you think about your best friend not liking your post yet, you are",https://drive.google.com/file/d/1xJHDDEq_Pcuyo7r3BJ3CX-cr5YI7YkrO/view?usp=sharing,sm_025_r,sad; accepting,Is it okay that your bestfriend hasn't liked your post yet?,Y,resilience,checking,2,,
Thoughts at the train station,"You are at a metro stop waiting for a train. Standing by the edge, you realize you've never thought about how far a drop it is to the rails below. You are ",,https://drive.google.com/file/d/1ClAbuwZR2mkRJo44BvUWsBonRFgqp8o9/view?usp=sharing,gen_004,fascinated,Are you calm as you look at the rails below? ,Y,positive,1,3,,
Low score on test,You have recieved a poor score on a test and your guardian has to sign off on it since the grade is low. They don't say anything when you show them your test. They are probably feeling ,,https://drive.google.com/file/d/1Srg7WWskU86agc1Xzr0g_QYySWH4zGS8/view?usp=sharing,hom_006,disappointed,Is your guardian disappointed that you got a bad grade?,Y,Negative,2,5,,
Graduation plans ,"You've decided to get a job right after high school. All of your close friends are applying to college. When you think about your decision not to go to college right away, you feel",,https://drive.google.com/file/d/1JKUinIevBXYcP_VV15nIa4MzJxgnkiOX/view?usp=sharing,aca_034,satisfied,Are you happy with your decision to get a job right after high school?,Y,positive,,2,,
,,,,,,,,,,,,
,SOCIAL MEDIA,,,,,,,,,,,
Scenario name,Scenario,,Image,Variable name,Ending word(s),Comprehension Question,Y/N,"Type of ending (positive, negative, or resilence) ",,,,
Checking your feed,"You meet a cute classmate in one of your classes. After school, they request to follow you on social media. Before you let them follow you, you look over your own feed and feel ",,https://drive.google.com/file/d/1PNlqc0Jg4bm9KOsakVSsKmJDaQwqLGrB/view?usp=sharing,sm_006,confident,Are you worried about what the other person thinks of your feed?,N,positive,self-image,1,4,
A rude reply,After reading through a friends post you decide to leave a nice comment. The friend replies a bit rudely. You feel,You remember that your friend is sometimes sarcastic. You decide to not let it bother,https://drive.google.com/file/d/1u-Q_A_30rLICRE2PsZBJK_Q4nlmMyF0F/view?usp=sharing,sm_036,worried; you,Is your friend being intentionally rude?,N,resilience,other,4,,
Not getting invited,"As you scroll through your social media, you see that your friends hung out without you last night. You didn't get an invite to hang out with them. You realize that sometimes your friends hang out without you and that next time you can",,https://drive.google.com/file/d/1NQOsEWtgZnLSr1Ii5PB_SnSTL28Emh96/view?usp=sharing,sm_020,initiate,Will you reach out to your friends to hang out next time?,Y,positive,FOMO,1,4,
Your friends supporting your post,You posted a new picture a few hours ago. You check to see who's liked it and notice that your best friend hasn't liked it yet. You think about how your best friend doesn't check their feed often and you feel,,https://drive.google.com/file/d/1qWNftiUjp_6PFO-bW7sN6OLGfcD-I8OY/view?usp=sharing,sm_025,better,Is it okay that your bestfriend hasn't liked your post yet?,Y,positive,checking,1,4,
Somone comments something mean,"You decide to create a post promoting something important to you. Someone leaves a mean comment because they misinterpreted what you wrote. You wonder what this person thinks about you, and feel",,https://drive.google.com/file/d/1RkgHCc_BENHGzRjkp5-Y-7TvU7m58if8/view?usp=sharing,sm_035,worried,Are you anxious about what the person thinks about you? ,Y,negative,other,1,4,
Not invited to the group video call,"As you scroll through your feed on social media, you see a photo of your friends that shows them having a great time together over video chat. You weren't invited to hang out with them online. You think about it, and decide that you can",,https://drive.google.com/file/d/1C2a62EXZZgDQ05jLqV6S9eO4NUs2R1SU/view?usp=sharing,sm_021,cope,Can you handle that sometimes your friends hang out without you?,Y,positive,FOMO,4,,
Feeling peer pressure,You do not want to get on social media. You have been pressured by several people and friends about getting it. The thought of feeling left out makes you feel,"You think about getting social media more, and still decide not to make an account. You think that this makes you",https://drive.google.com/file/d/18iv4UZEIfAj2PmB1VLe5LoM8jFsI-0HE/view?usp=sharing,sm_030,sad; unique,Do you feel anxious about your decision not to get a social media account? ,N,resilience,acceptance,4,,
People's thoughts on your post,"Over the weekend you decide to post a video and a few pictures on your social media. When you get to school on Monday, you overhear classmates gossiping about your pictures and videos. They probably think that you are",,https://drive.google.com/file/d/1ykY60oGbVNzm3vm41Sw4Ts1kDiSO5gjp/view?usp=sharing,sm_034,cool,Are you worried about what your classmates are saying?,N,positive,other,4,,
Likes on your post,"You just posted a new picture an hour ago. When you check how many likes it's gotten, you see no one has liked it yet. It's late at night, which means that everyone is",,https://drive.google.com/file/d/1TU-vDyoLAB5--Mx4gvO5P_0Cu9AVyDqC/view?usp=sharing,sm_024,sleeping,Did people ignore your post?,N,positive,checking,4,,
Pressure to be creative,"You decide to come up with a creative post that is very different from what you usually post. You post something new, and do not get any responses yet. When you think about the challenge of making creative content, you feel",,https://drive.google.com/file/d/19_33CkWxNa7YBxB_t2IlU0acbzpfLAJi/view?usp=sharing,sm_037,excited,Do you let the challenge of making creative posts hold you back? ,N,positive,self-image,4,,
,Great job with those scenarios in your domain! Now you'll get to practice a few more scenarios that are from other domains. This will help you apply your flexible thinking skills to lots of different types of situations!,,,,,,,,,,,
Friends making plans,You are hanging out with some friends. One of them invites another one to come over to their house on a different day without you. You think about it and realize you feel,,https://drive.google.com/file/d/1fiU4LXhMtwbHsk-TL8j4fPXdxTFpO-rz/view?usp=sharing,soc_020,alright,"Are you upset that you weren't invited, too?",N,positive,2,5,,
Your friend hasn't liked your post,You posted a new picture a few hours ago. You check to see who's liked it and notice that your best friend hasn't liked it yet. You think about how your best friend doesn't check their feed often and you feel,"You look at who did like your photo, and notice other good friends have liked it. When you think about your best friend not liking your post yet, you are",https://drive.google.com/file/d/1xJHDDEq_Pcuyo7r3BJ3CX-cr5YI7YkrO/view?usp=sharing,sm_025_r,sad; accepting,Is it okay that your bestfriend hasn't liked your post yet?,Y,resilience,checking,2,,
Thoughts at the train station,"You are at a metro stop waiting for a train. Standing by the edge, you realize you've never thought about how far a drop it is to the rails below. You are ",,https://drive.google.com/file/d/1ClAbuwZR2mkRJo44BvUWsBonRFgqp8o9/view?usp=sharing,gen_004,fascinated,Are you calm as you look at the rails below? ,Y,positive,1,3,,
Low score on test,You have recieved a poor score on a test and your guardian has to sign off on it since the grade is low. They don't say anything when you show them your test. They are probably feeling ,,https://drive.google.com/file/d/1Srg7WWskU86agc1Xzr0g_QYySWH4zGS8/view?usp=sharing,hom_006,disappointed,Is your guardian disappointed that you got a bad grade?,Y,Negative,2,5,,
Graduation plans ,"You've decided to get a job right after high school. All of your close friends are applying to college. When you think about your decision not to go to college right away, you feel",,https://drive.google.com/file/d/1JKUinIevBXYcP_VV15nIa4MzJxgnkiOX/view?usp=sharing,aca_034,satisfied,Are you happy with your decision to get a job right after high school?,Y,positive,,2,,
,,,,,,,,,,,,
,HOME LIFE ,,,,,,,,,,,
Scenario,Scenario,,Image ,Variable name,Ending word(s),Comprehension Question,Y/N,"Type of ending (positive, negative, or resilence) ",,,,
Your friend's house,"Your family doesn't do sit-down dinners together. When you're at your friend's house, her parents sit down at the table with you and start to ask questions about your day. You're not sure how to respond, but after you say something, you feel",,https://drive.google.com/file/d/1gAogsG_rR2r1jdrvxKpCbmGDjrRSS4np/view?usp=sharing,hom_003,calm,Are you able to stay calm even though you don't know what to say?,Y,Positive,1,4,,
Working on Homework ,"You're in your room working on homework when you hear your parents arguing downstairs. Their voices start to rise and you hear them say your name. You don't like to hear yelling, and also realize that it is not your",,https://drive.google.com/file/d/1I8MftJ8h32hVlljxFnf5_AmsiyNuyEwo/view?usp=sharing,hom_004,fault,Is it your fault that your parents are fighting?,N,Positive,1,4,,
Loud music,Your sibling is currently playing music really loudly and you need to study. You don't want your sibling to think you're a nerd if you ask them to turn down the music so that you can study. You knock on their door and feel,You take a deep breath and your sibling answers. You ask them to turn down the music and they ,https://drive.google.com/file/d/1AZk7owEM2J5V91afv56x1rxdom3zjESu/view?usp=sharing,hom_014,nervous; apologize,Was your sibling upset when you asked them to turn down the music?,N,Resilience ,1,4,,
Talking about parents,"You are at your friend's house for dinner and their parents ask you about your parents. You're not sure how to answer because your parents are divorced, and you haven't seen your mother for a long time. You think about what you'll say, and feel ",,https://drive.google.com/file/d/1T-jLEIaQos3LDgVbz9IgfUYQTKE9RJcr/view?usp=sharing,hom_007,confident,Are you able to talk about your divorced parents?,Y,Positive,1,4,,
Meeting someone new,"You've never met your caregiver's new partner. They have just told you they are inviting them over for dinner tonight. When you think about meeting this new person, your anxiety is",,https://drive.google.com/file/d/1vJoHo-PAZH_4RraK8mdfEZStKeJTXdp3/view?usp=sharing,hom_008,tolerable ,Are you able to tolerate your anxiety? ,Y,Positive,1,4,,
Internet access at home,"You don't have internet access at home. You found out that you're required to do a big research project online by next week. As you wonder how you'll be able to complete the assignment, you feel ",,https://drive.google.com/file/d/1Dyk0jx8bXiVMVELskA1wH2t85AfZV8H8/view?usp=sharing,hom_001,stressed,Are you worried about doing the assignment? ,Y,Negative,1,4,,
Embarrassing stories,"You invited your caregiver to a school event tonight. You know that they can sometimes tell embarrassing stories about you to other people. You think about what they're going to do tonight, and feel",,https://drive.google.com/file/d/1oGNnBFehUdYBlSikTmSsRaaBV3kbk94x/view?usp=sharing,hom_027,calm,Are you worried about what your caregiver will say tonight? ,N,Positive ,4,,,
Report card,"You are bringing home your report card today and have to show your parents. They have high expectations for your grades, but you got a lower grade than you expected this time. Your parents will be","You think about why they want you to get high grades. You know it is because they want you to do well, so that makes you feel",https://drive.google.com/file/d/19hZByZkds0ix175wQxKhlK6a74SVA7h8/view?usp=sharing,hom_029,upset; better ,Do you stay upset when thinking about telling your parents about your grades? ,N,Resilience ,4,,,
Parents at your game,"You have a sports game after school today and both your parents are attending. They're divorced and sometimes cause an embarrassing scene in public. During the game, you try to concentrate ",,https://drive.google.com/file/d/1frMl1pWcB38YI0T9s5Sqz_Pxip0Ge2Nl/view?usp=sharing,hom_005,playing,Are you able to concentrate on the game?,Y,Positive ,4,,,
Asking questions,"There's a personal question that you've been wanting to ask your mentor for a while, but you haven't. You picture yourself asking when you meet next. As you think about the question, you feel",,https://drive.google.com/file/d/14mVSNxKB88kHmK1Nd3S6M-2rUVzmmoxr/view?usp=sharing,hom_031,ready,Are you looking forward to asking your mentor a question? ,Y,Positive ,4,,,
,Great job with those scenarios in your domain! Now you'll get to practice a few more scenarios that are from other domains. This will help you apply your flexible thinking skills to lots of different types of situations!,,,,,,,,,,,
Friends making plans,You are hanging out with some friends. One of them invites another one to come over to their house on a different day without you. You think about it and realize you feel,,https://drive.google.com/file/d/1fiU4LXhMtwbHsk-TL8j4fPXdxTFpO-rz/view?usp=sharing,soc_020,alright,"Are you upset that you weren't invited, too?",N,positive,2,5,,
Your friend hasn't liked your post,You posted a new picture a few hours ago. You check to see who's liked it and notice that your best friend hasn't liked it yet. You think about how your best friend doesn't check their feed often and you feel,"You look at who did like your photo, and notice other good friends have liked it. When you think about your best friend not liking your post yet, you are",https://drive.google.com/file/d/1xJHDDEq_Pcuyo7r3BJ3CX-cr5YI7YkrO/view?usp=sharing,sm_025_r,sad; accepting,Is it okay that your bestfriend hasn't liked your post yet?,Y,resilience,checking,2,,
Thoughts at the train station,"You are at a metro stop waiting for a train. Standing by the edge, you realize you've never thought about how far a drop it is to the rails below. You are ",,https://drive.google.com/file/d/1ClAbuwZR2mkRJo44BvUWsBonRFgqp8o9/view?usp=sharing,gen_004,fascinated,Are you calm as you look at the rails below? ,Y,positive,1,3,,
Low score on test,You have recieved a poor score on a test and your guardian has to sign off on it since the grade is low. They don't say anything when you show them your test. They are probably feeling ,,https://drive.google.com/file/d/1Srg7WWskU86agc1Xzr0g_QYySWH4zGS8/view?usp=sharing,hom_006,disappointed,Is your guardian disappointed that you got a bad grade?,Y,Negative,2,5,,
Graduation plans ,"You've decided to get a job right after high school. All of your close friends are applying to college. When you think about your decision not to go to college right away, you feel",,https://drive.google.com/file/d/1JKUinIevBXYcP_VV15nIa4MzJxgnkiOX/view?usp=sharing,aca_034,satisfied,Are you happy with your decision to get a job right after high school?,Y,positive,,2,,
,,,,,,,,,,,,
,GENERAL,,,,,,,,,,,
Scenario name,Scenario,,Image,Variable name,Ending word(s),Comprehension Question,Y/N,"Type of ending (positive, negative, or resilence) ",,,,
Aging grandmother,You go home to your grandparents' home for the holidays and notice that your grandmother looks frail. You find yourself wondering about her health and whether she's sick. You think her health will probably be,,https://drive.google.com/file/d/1yLMdErJ10k3cqLgB90aJxtc_hb-J_hKo/view?usp=sharing,gen_006,good,Is your grandmother's health going to quickly decline? ,N,positive,1,4,,
Listening to the news,This morning you overhear the news that your guardian is listening to and hear that a lot of businesses are currently downsizing. You think about what will happen if your guardian loses their job. You feel ,You notice that your guardian does not look upset while listening to the news. You think that things will be ,https://drive.google.com/file/d/16KZJVDZijOiPKkJwZWdRQfE4gNhwBtU-/view?usp=sharing,gen_005,scared; alright,Should you start to worry about your guardian's job?,N,resilience,2,4,,
First time ice skating,"Your friend enjoys ice skating and convinces you to try it out. At the rink you put on the skates and step on the ice. You glide forward slowly at first, then faster, and think your chances of getting injured are",,https://drive.google.com/file/d/1aAVB9kwWR539576_DqNHC99nsv-5mvLt/view?usp=sharing,gen_008,minimal,Are you excited to try ice skating?,Y,positive,1,4,,
