,Tolerating negative or resilience ,"I really don't like sitting alone, but I know I can handle this short bus ride. ","I'm causing a scene, but the other people here don't know me or care about this situation. ","If my English teacher didn't call on me, I wouldn't have made a fool of myself. I'll have a better answer next time. "
Feelings,Positive/adaptive,I'm excited to see my other friends at school today. ,I'm feeling silly and decide to chuckle about it. ,I'm glad my teacher gave me the opportunity to share my answer. 
,Positive/adaptive,I'm glad that this is a short bus ride. ,I'm glad that this is an old shirt. ,I'm satisfied with how I said my answer. 
,Negative/maladaptive,I'm annoyed with my friend right now. ,I feel embarrassed and it's making me want to leave the mall. ,I was scared while answering
,Tolerating negative or resilience ,"I'm scared that people will judge me, but I can turn and talk to the people around me.","I'm so annoyed with myself, but am able to get past this feeling. ","I'm disappointed in myself because I couldn't say what I wanted to say, but I think my teacher understood my point. "
,Tolerating negative or resilience ,"I am anxious about why my friend walked past me, but I can ask them about it later.","I'm self-conscious with this stain, but no one else will care. ","I was really anxious while I was answering, but was able to manage my feelings."
Behaviors,Positive/adaptive,I call out to my friend and smile. ,"I wipe up the slushie, smile, and keep shopping with my friends. ","I think about my answer, smile, and sit back. "
,Positive/adaptive,I turn to the seat behind me and start to make a joke. ,I laugh and buy another slushie. ,I'll review my notes from this book before my test.
,Negative/maladaptive,I start to cry. ,I'll cry and leave the mall. ,I won't answer again in class. 
,Tolerating negative or resilience ,"I'll want to ignore my friend the rest of the day, but I'll be nice since that's the right thing to do. ","I want to leave immediately, but know that I'll forget about the stain soon. ","I feel like I should crack a joke so my friends forget about my answer, but don't."
,Tolerating negative or resilience ,"I want to put my head between my knees and disappear, but I take a deep breath and smile. ","I want to throw away the slushie, but decide to keep eating it. ","I want to cry, but I take a moment to calm down and focus on the teacher's next question. "
PHYSICAL HEALTH ,Image,https://drive.google.com/file/d/1Ov4_xFiqnjvKNN5Un7xhg3L3BWieCiaz/view?usp=sharing,https://drive.google.com/file/d/1Ov4_xFiqnjvKNN5Un7xhg3L3BWieCiaz/view?usp=sharing,https://drive.google.com/file/d/1lgjNvuXqVbMqHsO7EIZmc9XR6L6rg8fw/view?usp=sharing
,,"You are outside on a cool day and see your friends down the street. You decide to jog over to say hi. When you get to your friends, you feel out of breath.","You are meeting with your teacher. To make it on-time, you just walked up two flights of stairs quickly, and feel your heart beating very rapidly.",You are sitting on the bus and see your friend get on. They walk past you and sit with another friend.
,,phys_long_1a,phys_long_2a,soc_long_1a
,,Saying hi to friends,Walking up stairs,Sitting on the bus
Thoughts,Positive/adaptive,It is a nice day for a jog. ,I am happy to be on time. ,I'm able to sit here alone for the rest of the ride. 
,Positive/adaptive,That was a good jog. ,I feel like that was an impressive mini workout. ,My friend probably had something to talk about with the other friend. 
,Negative/maladaptive,I feel like I'm going to die. ,I'm so out of shape. ,My friend walked past me on purpose. 
,Tolerating negative or resilience ,"I think I'm being judged by my friends for being out of breath, but they probably don't even notice. ","I want to think about how this could be an underlying condition, but tolerate the negative thoughts. ","It feels like my friend is mad at me, but they would have said something. "
,Tolerating negative or resilience ,"The tightness in my chest is really uncomfortable, but I know it'll go away soon. ","I think about my heartbeat, and decide that is normal for how fast I was just going. ","I really don't like sitting alone, but I know I can handle this short bus ride. "
Feelings,Positive/adaptive,I'm feel happy to see my friends. ,I'm proud of myself for making myself a little uncomfortable. ,I'm excited to see my other friends at school today. 
,Positive/adaptive,I feel invigorated. ,I'm glad that I was able to make it up the stairs so quickly.,I'm glad that this is a short bus ride. 
,Negative/maladaptive,I'm worried I'm really sick because of the tightness in my chest. ,I'm panicking that I'm going to die. ,I'm annoyed with my friend right now. 
,Tolerating negative or resilience ,"Even though I'm a little embarrassed that I'm out of breath when I see my friends, I know that they aren't judging me. ","Although I am worried about my health, I decide to focus on the moment with my teacher. ","I'm scared that people will judge me, but I can turn and talk to the people around me."
,Tolerating negative or resilience ,"Feeling out of breath reminds me of how I feel when I'm a little anxious, which is interesting to notice. ","I want to feel concerned about this situation, but shift my attention to the meeting. ","I am anxious about why my friend walked past me, but I can ask them about it later."
Behaviors,Positive/adaptive,I smile when I see my friends. ,I smile at the teacher once I make it to the meeting. ,I call out to my friend and smile. 
,Positive/adaptive,I ask how my friends are doing after I catch my breath. ,I breathe deeply and focus on calming myself. ,I turn to the seat behind me and start to make a joke. 
,Negative/maladaptive,I tell my friends that I can't breath because of a health condition. ,I ask my teacher if I could be having a heart attack. ,I start to cry. 
,Tolerating negative or resilience ,"I want to sit on the ground and avoid my friends, but I acknowledge my feelings and catch my breath. ","I feel the urge to look up my symptoms online, but remind myself that feeling this way is normal after going up a lot of stairs. ","I'll want to ignore my friend the rest of the day, but I'll be nice since that's the right thing to do. "
,Tolerating negative or resilience ,"I think about calling my parent to make sure I'm not dying, but know that I'm actually ok. ",I remind myself to take a few slow breaths to recenter my thoughts after I feel the urge to cry. ,"I want to put my head between my knees and disappear, but I take a deep breath and smile. "
SOCIAL MEDIA ,Image,https://drive.google.com/file/d/1xJHDDEq_Pcuyo7r3BJ3CX-cr5YI7YkrO/view?usp=sharing,https://drive.google.com/file/d/1PNlqc0Jg4bm9KOsakVSsKmJDaQwqLGrB/view?usp=sharing,https://drive.google.com/file/d/1Ov4_xFiqnjvKNN5Un7xhg3L3BWieCiaz/view?usp=sharing
,,"You are looking through your social media app and see a number of your friends have posted to their stories. As you look through their photos, you realize that a few of your close friends were all hanging out without you. ","You met a cute peer in one of your classes. After school, you notice that they started following you.","You are outside on a cool day and see your friends down the street. You decide to jog over to say hi. When you get to your friends, you feel out of breath."
,,sm_long_1a,sm_long_2a,phys_long_1a
,,Hanging out without you,Cute peer on social media,Saying hi to friends
Thoughts,Positive/adaptive,The picture looks nice.,They must have liked my profile and decided to follow me.,It is a nice day for a jog. 
,Positive/adaptive,It seems like they are having a fun time. ,I think about how they may want to be friends. ,That was a good jog. 
,Negative/maladaptive,I wonder if I wasn't invited because they think I'm boring.,I wonder if they thought my posts were dumb.,I feel like I'm going to die. 
,Tolerating negative or resilience ,"I think they may have forgotten about me, but next time they'll remember. ","I think about whether they think my photos are silly, but then remind myself that I'm proud of my profile. ","I think I'm being judged by my friends for being out of breath, but they probably don't even notice. "
,Tolerating negative or resilience ,"I wonder if my friends actually don't like me, but then challenge myself to think of times when we've all had fun together. ","I wonder if they think I am attractive, but remind myself that looks aren't everything. ","The tightness in my chest is really uncomfortable, but I know it'll go away soon. "
Feelings,Positive/adaptive,I feel happy they are all together. ,I feel happy that they followed me. ,I'm feel happy to see my friends. 
,Positive/adaptive,I feel excited to hear about the fun that they had. ,I feel excited I have a new friend. ,I feel invigorated. 
,Negative/maladaptive,I feel embarrassed that I wasn't invited. ,I feel like they might unfollow me. ,I'm worried I'm really sick because of the tightness in my chest. 
,Tolerating negative or resilience ,"I'm sad that they forgot about me, but then tell myself that they probably didn't mean to be mean.","I feel embarrassed by some pictures I have up, but decide to feel confident about them. ","Even though I'm a little embarrassed that I'm out of breath when I see my friends, I know that they aren't judging me. "
,Tolerating negative or resilience ,"I'm worried that I've lost all of my friends, but the remind myself that's not realistic. ","I feel shy about them adding me, but decide to be excited about the add.","Feeling out of breath reminds me of how I feel when I'm a little anxious, which is interesting to notice. "
Behaviors,Positive/adaptive,I post a nice comment on the picture. ,I comment on their photo. ,I smile when I see my friends. 
,Positive/adaptive,I message my friend and let them know I would love to hang out with them next time.,I tell my friend about how someone new added me. ,I ask how my friends are doing after I catch my breath. 
,Negative/maladaptive,I decide to block my friends' accounts. ,I delete all of the pictures that might be embarrassing,I tell my friends that I can't breath because of a health condition. 
,Tolerating negative or resilience ,"I really want to ask my friends why I wasn't invited, but decide that I don't need to ask. ","I want to deactivate my account, but decide to keep it up. ","I want to sit on the ground and avoid my friends, but I acknowledge my feelings and catch my breath. "
,Tolerating negative or resilience ,"I want to cry, but remind myself that I've hung out with some of those friends without everyone there. ","I want to change some of my pictures, but keep them the same. ","I think about calling my parent to make sure I'm not dying, but know that I'm actually ok. "
HOME LIFE ,Image,https://drive.google.com/file/d/1I4HOF2-6lL6iKdgXECEzDily8_OIvcnT/view?usp=sharing,https://drive.google.com/file/d/1FK97F0rS8LTIXbo5OdxVuIloeA1-jeHr/view?usp=sharing,https://drive.google.com/file/d/1xJHDDEq_Pcuyo7r3BJ3CX-cr5YI7YkrO/view?usp=sharing
,,"You have a lot of chores that you have to do tonight, and you also have a big project that's due tomorrow. Both have to get done, and you think about how you'll handle it all. ",Your friend is having a huge birthday party and most of the people in your grade will be there. You know you can't afford a gift for your friend. ,"You are looking through your social media app and see a number of your friends have posted to their stories. As you look through their photos, you realize that a few of your close friends were all hanging out without you. "
,,home_long_1a,home_long_2a,sm_long_1a
,,Balancing responsibilities,Can't afford a gift,Hanging out without you
Thoughts,Positive/adaptive,I can manage both tasks.,I think my friend will be happy to see me. ,The picture looks nice.
,Positive/adaptive,I think this will help me organize thoughtfully in the future. ,I'm looking forward to celebrating with friends. ,It seems like they are having a fun time. 
,Negative/maladaptive,I don't think I can manage all of these tasks. ,My friend will notice that I'm not able to bring a gift. ,I wonder if I wasn't invited because they think I'm boring.
,Tolerating negative or resilience ,"I hate feeling like I have so much to do, but I'll do my best to get it all done. ","I think I am a bad friend, but know showing up is what counts. ","I think they may have forgotten about me, but next time they'll remember. "
,Tolerating negative or resilience ,"I think this is too much work, but decide to think positively about the outcome.","I assume everyone brought a gift, but I don't actually know if that's true.","I wonder if my friends actually don't like me, but then challenge myself to think of times when we've all had fun together. "
Feelings,Positive/adaptive,I'm excited to listen to my favorite artist while I do my chores.,I feel grateful to be invited. ,I feel happy they are all together. 
,Positive/adaptive,I'm calm as I prioritize my chores and school work. ,I feel excited to get the party started. ,I feel excited to hear about the fun that they had. 
,Negative/maladaptive,I'm anxious about being able to get everything done. ,I feel sad that I didn't bring a gift.,I feel embarrassed that I wasn't invited. 
,Tolerating negative or resilience ,"Although I feel overwhelmed, I try and feel grateful for being in school and for the home that I live in.","I feel ashamed, but decide that material things are not as important as friendship. ","I'm sad that they forgot about me, but then tell myself that they probably didn't mean to be mean."
,Tolerating negative or resilience ,"I feel upset about all I have to do, but I imagine how it will feel to have it all accomplished. ","I feel guilty about coming empty-handed, but remind myself that my friend probably won't notice. ","I'm worried that I've lost all of my friends, but the remind myself that's not realistic. "
Behaviors,Positive/adaptive,I decide to get started on the chores. ,I stay at the party. ,I post a nice comment on the picture. 
,Positive/adaptive,I decide to start on the school project first.,I walk in and hug my friend. ,I message my friend and let them know I would love to hang out with them next time.
,Negative/maladaptive,I decide to sit and do nothing. ,I decide to stay for an hour and leave. ,I decide to block my friends' accounts. 
,Tolerating negative or resilience ,"I just want to be lazy and take a nap, but decide to start with one task. ","I want to leave before the presents are opened, but decide to stay. ","I really want to ask my friends why I wasn't invited, but decide that I don't need to ask. "
,Tolerating negative or resilience ,"I want to avoid all of the tasks, but decide to make a schedule to help organize my time. ","I think about lying that I forgot the gift at home, but remember that I should always tell the truth.","I want to cry, but remind myself that I've hung out with some of those friends without everyone there. "
GENERAL ,Image,https://drive.google.com/file/d/1ilobDwcYGrbmqNzcFd8sPD-t-nwvuy9Y/view?usp=sharing,https://drive.google.com/file/d/1EUMVkI6asoBt7l80JfW7XQ4KWT27fZDe/view?usp=sharing,https://drive.google.com/file/d/1I4HOF2-6lL6iKdgXECEzDily8_OIvcnT/view?usp=sharing
,,You go to your grandparents' home for the first time in a while and notice that your grandfather looks a lot less healthy than you remember. No one in your family mentions it. ,"As you're getting into the shower, you see a huge spider on the wall. You turn away for a second and look back and realize it's gone. ","You have a lot of chores that you have to do tonight, and you also have a big project that's due tomorrow. Both have to get done, and you think about how you'll handle it all. "
,,gen_long_1a,gen_long_2a,home_long_1a
,,Aging grandfather,Missing spider,Balancing responsibilities
Thoughts,Positive/adaptive,I wonder how my grandfather is feeling. ,It's probably not coming back.,I can manage both tasks.
,Positive/adaptive,He's happy to see me. ,I think it was afraid of me. ,I think this will help me organize thoughtfully in the future. 
,Negative/maladaptive,My grandfather must be dying.,It's probably on me!,I don't think I can manage all of these tasks. 
,Tolerating negative or resilience ,"I think about how miserable I would be if he passes away, but then remind myself to enjoy my time with him today. ","I think about all of the places the spider could be, but decide it doesn't matter. ","I hate feeling like I have so much to do, but I'll do my best to get it all done. "
,Tolerating negative or resilience ,"My family must be keeping a secret about his health, but then tell myself that everyone ages. ","I think about how scary the spider looked, but realized how small it really was. ","I think this is too much work, but decide to think positively about the outcome."
Feelings,Positive/adaptive,I feel happy to see my grandfather.,I'm happy the spider is gone.,I'm excited to listen to my favorite artist while I do my chores.
,Positive/adaptive,I feel excited to catch him up on all the new things that are going on in my life. ,I'm eager to get my shower over with. ,I'm calm as I prioritize my chores and school work. 
,Negative/maladaptive,I'm worried about how he looks. ,I feel worried about where the spider may be crawling. ,I'm anxious about being able to get everything done. 
,Tolerating negative or resilience ,"I'm scared to lose him, but know that I can handle grief. ","I'm nervous about the spider, but remind myself that it probably is more scared of me.","Although I feel overwhelmed, I try and feel grateful for being in school and for the home that I live in."
,Tolerating negative or resilience ,"I feel anxious about his health, but tolerate the anxiety. ","I feel freaked out, but know that I'm brave enough to take my shower anyway. ","I feel upset about all I have to do, but I imagine how it will feel to have it all accomplished. "
Behaviors,Positive/adaptive,I decide to give him a big hug and smile. ,I take a shower. ,I decide to get started on the chores. 
,Positive/adaptive,I make a funny joke to get my grandparents laughing. ,I go on with my bathroom routine. ,I decide to start on the school project first.
,Negative/maladaptive,I make a concerned face at my family. ,I leave the bathroom and do not take a shower. ,I decide to sit and do nothing. 
,Tolerating negative or resilience ,"I want to leave and cry, but decide to stay with the family and engage in conversation. ","I want to run away, but know I can face my fear. ","I just want to be lazy and take a nap, but decide to start with one task. "
,Tolerating negative or resilience ,I gently ask my grandfather how he's doing and accept any answer he gives me.,"I want to scream, but tell myself the spider is harmless. ","I want to avoid all of the tasks, but decide to make a schedule to help organize my time. "
