Failed to upload the following images:
"Title: Cambiando tu trayectoria, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/application.jpg"
"Title: Finalización rápida de tareas, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/mistake.jpg"
"Title: Presentación importante, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/award.jpg"
"Title: La audición, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/audition.jpg"
"Title: Cafetería, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/spill_1.jpg"
"Title: Una llamada crucial, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/iphone.jpg"
"Title: Una noche libre, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/work.jpg"
"Title: Una presentación grande, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/presentation_1.jpg"
"Title: Hablando en público, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/language_1.jpg"
"Title: Salud y envejecimiento, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/older_1.jpg"
"Title: Un sonido fuerte, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/tvnight.jpg"
"Title: Opiniones de otros, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/worknews.jpg"
"Title: La música ruidosa, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/books.jpg"
"Title: Nueva oportunidad, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/family_gathering.jpg"
"Title: Tu primer hijo, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/baby.jpg"
"Title: Creencias diferentes, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/disagreementfamily.jpg"
"Title: Emoción prospectiva, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/airport.jpg"
"Title: Fecha límite cercana, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/computerontable2.jpg"
"Title: Noticias decepcionantes, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/sharingnews.jpg"
"Title: Desacuerdos con tu hermana, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/roommate_fight.jpg"
"Title: Persona de apoyo, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/talking_to_mentor.jpg"
"Title: Creencias diferentes, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/disagreementfamily.jpg"
"Title: Reconciliándote con tu amigo, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/call_1.jpg"
"Title: Salud y envejecimiento, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/older_1.jpg"
"Title: Pasando tiempo con familia, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/gettogether.jpg"
"Title: Decisiones de viaje, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/spring.jpg"
"Title: Haciendo una buena impresión, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/mentor_talks.jpg"
"Title: Desacuerdos con tu hermana, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/roommate_fight.jpg"
"Title: Visitar a una familia anciana, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/grandma.jpg"
"Title: Tu primer hijo, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/baby.jpg"
"Title: Presentando a tus amigos, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/dinnerconversation.jpg"
"Title: Inicio Presentaciones, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/messyapartment.jpg"
"Title: Compañero de cuarto ausente, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/homealone.jpg"
"Title: Cena en una casa de amigos, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/dinneralone.jpg"
"Title: Hablando sobre vivienda, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/friends.jpg"
"Title: Emoción prospectiva, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/airport.jpg"
"Title: Mantener a la familia, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/university.jpg"
"Title: Presentando a tus amigos, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/dinnerconversation.jpg"
"Title: Visitando familia, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/longweekend.jpg"
"Title: Decisiones de viaje, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/spring.jpg"
"Title: Costos inesperados, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/flashback_1.jpg"
"Title: Calentador, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/heater.jpg"
"Title: Lidiar con la vergüenza, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/drop_off.jpg"
"Title: Planes de vacaciones, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/gettogether.jpg"
"Title: Ruidos del exterior, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/window.jpg"
"Title: Planes de vacaciones, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/gettogether.jpg"
"Title: Haciendo una buena impresión, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/mentor_talks.jpg"
"Title: Presentando a tus amigos, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/dinnerconversation.jpg"
"Title: Pasando tiempo con familia, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/gettogether.jpg"
"Title: Tu primer hijo, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/baby.jpg"
"Title: Pasando tiempo con familia, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/gettogether.jpg"
"Title: Nueva receta, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/familydinner2.jpg"
"Title: Expectativas, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/bossmeeting2.jpg"
"Title: Opiniones opuestas, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/familytalking.jpg"
"Title: Casa bilingüe, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/familydinner2.jpg"
"Title: Nueva oportunidad, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/family_gathering.jpg"
"Title: Costos inesperados, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/flashback_1.jpg"
"Title: Sonidos por la noche, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/aloneatnight.jpg"
"Title: La música ruidosa, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/books.jpg"
"Title: Creencias diferentes, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/disagreementfamily.jpg"
"Title: Publicar sobre la familia, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/family_on_social.jpg"
"Title: Cambio de planes, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/college.jpg"
"Title: Padres molestos, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/call_1.jpg"
"Title: Compartir las tradiciones familiares, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/groupsharing.jpg"
"Title: Desacuerdos con tu hermana, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/roommate_fight.jpg"
"Title: Celebraciones culturales familiares, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/colleague.jpg"
"Title: Inicio Presentaciones, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/messyapartment.jpg"
"Title: Sintiéndote preocupado por las noticias, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/news3.jpg"
"Title: Fecha límite cercana, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/computerontable2.jpg"
"Title: Mantener a la familia, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/university.jpg"
"Title: Conversación durante la cena, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/dinneralone.jpg"
"Title: Nerviosismo de cumpleaños, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/birthday_1.jpg"
"Title: Planes de vacaciones, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/gettogether.jpg"
"Title: Padres molestos, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/call_1.jpg"
"Title: Invitar a alguien, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/dinneralone.jpg"
"Title: Planes de vacaciones, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/gettogether.jpg"
"Title: Citas en línea, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/onlinedating.jpg"
"Title: Relación a largo plazo, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/relationshiptalk.jpg"
"Title: Preocupaciones por las relaciones, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/hands.jpg"
"Title: Invitando a alguien a salir, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/train.jpg"
"Title: Discute con tu pareja, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/argument_1.jpg"
"Title: Relación a largo plazo, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/relationshiptalk.jpg"
"Title: Encontrandote con alguien, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/dinnerdate.jpg"
"Title: Estrés en tu relación, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/wedding.jpg"
"Title: Enviar mensajes de texto a alguien que te gusta, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/phonenumber.jpg"
"Title: Invitando a alguien a salir, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/train.jpg"
"Title: Comparándote con otros, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/celebrity.jpg"
"Title: Casarse con tu pareja, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/marriage.jpg"
"Title: Planes de vacaciones, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/gettogether.jpg"
"Title: Expresar tus sentimientos, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/friendstalking_1.jpg"
"Title: Relaciones futuras, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/breakup.jpg"
"Title: Invitando tu Amigo a una Cita, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/friends_1.jpg"
"Title: Sin notificaciones, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/nomessages.jpg"
"Title: Citas en línea, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/onlinedating.jpg"
"Title: Preocupaciones por las relaciones, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/hands.jpg"
"Title: La cita, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/entrance.jpg"
"Title: Planes de vacaciones, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/gettogether.jpg"
"Title: Sintiéndote preocupado por las noticias, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/news3.jpg"
"Title: Solicitar una subvención, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/application.jpg"
"Title: Inicio Presentaciones, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/messyapartment.jpg"
"Title: Ingresos adicionales, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/anxious.jpg"
"Title: Gestión de crédito, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/creditcard_1.jpg"
"Title: Costos inesperados, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/flashback_1.jpg"
"Title: Mantener a la familia, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/university.jpg"
"Title: Ahorrando dinero, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/budget.jpg"
"Title: Mercado de trabajo, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/economy.jpg"
"Title: Costear los gastos, URL: https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/budget.jpg"
